"","date","window_mean_time","window_start","window_end","station_observations_in_window","system_bikes_in","system_spaces_free","system_broken_bikes","system_capacity","segment","period","season","Mean.TemperatureC","MeanDew.PointC","Mean.Humidity","Mean.Sea.Level.PressurehPa","Mean.VisibilityKm","Mean.Wind.SpeedKm.h","Precipitationmm","CloudCover","fog","precip","tstorm","tornado","isWeekend","predict_day_spaces_free"
"333",2015-09-02,2015-09-02 21:57:00,1441230420,1441231620,154,736,1335,211,2282,333,"night","autumn",22,17,71,1012,12,5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.671252274867119
"334",2015-09-03,2015-09-03 00:55:00,1441241100,1441242300,154,758,1306,218,2282,334,"late","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"335",2015-09-03,2015-09-03 03:58:00,1441252080,1441253280,153,763,1297,209,2269,335,"late","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"336",2015-09-03,2015-09-03 06:55:00,1441262700,1441263900,153,650,1406,213,2269,336,"early","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"337",2015-09-03,2015-09-03 09:58:00,1441273680,1441274880,154,712,1370,200,2282,337,"morning","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"338",2015-09-03,2015-09-03 13:01:00,1441284660,1441285860,154,698,1382,202,2282,338,"afternoon","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"339",2015-09-03,2015-09-03 15:56:00,1441295160,1441296360,153,647,1401,212,2260,339,"afternoon","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"340",2015-09-03,2015-09-03 18:59:00,1441306140,1441307340,153,707,1344,218,2269,340,"evening","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"341",2015-09-03,2015-09-03 21:59:00,1441316940,1441318140,153,727,1332,210,2269,341,"night","autumn",20,17,79,1012,12,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.654731296209957
"342",2015-09-04,2015-09-04 00:59:00,1441327740,1441328940,152,737,1302,216,2255,342,"late","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"343",2015-09-04,2015-09-04 03:57:00,1441338420,1441339620,153,759,1303,207,2269,343,"late","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"344",2015-09-04,2015-09-04 06:54:00,1441349040,1441350240,152,637,1414,210,2261,344,"early","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"345",2015-09-04,2015-09-04 09:57:00,1441360020,1441361220,153,690,1376,206,2272,345,"morning","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"346",2015-09-04,2015-09-04 12:55:00,1441370700,1441371900,154,661,1408,213,2282,346,"afternoon","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"347",2015-09-04,2015-09-04 15:57:00,1441381620,1441382820,154,662,1412,208,2282,347,"afternoon","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"348",2015-09-04,2015-09-04 18:58:00,1441392480,1441393680,154,717,1358,207,2282,348,"evening","autumn",19,14,74,1013,10,5,1.02,2,TRUE,TRUE,TRUE,FALSE,FALSE,0.650051319235654
"349",2015-09-05,2015-09-05 00:56:00,1441413960,1441415160,152,757,1300,204,2261,349,"late","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"350",2015-09-05,2015-09-05 03:58:00,1441424880,1441426080,152,752,1294,215,2261,350,"late","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"351",2015-09-05,2015-09-05 06:58:00,1441435680,1441436880,152,715,1334,212,2261,351,"early","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"352",2015-09-05,2015-09-05 09:56:00,1441446360,1441447560,153,673,1394,207,2274,352,"morning","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"353",2015-09-05,2015-09-05 12:56:00,1441457160,1441458360,153,679,1388,209,2276,353,"afternoon","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"354",2015-09-05,2015-09-05 15:57:00,1441468020,1441469220,154,680,1395,207,2282,354,"afternoon","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"355",2015-09-05,2015-09-05 18:59:00,1441478940,1441480140,154,704,1372,206,2282,355,"evening","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"356",2015-09-05,2015-09-05 21:59:00,1441489740,1441490940,152,712,1345,204,2261,356,"night","autumn",19,13,74,1012,12,6,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,0.64216196139821
"357",2015-09-06,2015-09-06 06:57:00,1441522020,1441523220,153,715,1361,198,2274,357,"early","autumn",17,7,50,1017,26,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.625601489016399
"358",2015-09-06,2015-09-06 09:57:00,1441532820,1441534020,154,665,1414,203,2282,358,"morning","autumn",17,7,50,1017,26,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.625601489016399
"359",2015-09-06,2015-09-06 12:55:00,1441543500,1441544700,154,679,1405,198,2282,359,"afternoon","autumn",17,7,50,1017,26,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.625601489016399
"360",2015-09-06,2015-09-06 15:58:00,1441554480,1441555680,154,650,1420,212,2282,360,"afternoon","autumn",17,7,50,1017,26,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.625601489016399
"361",2015-09-06,2015-09-06 18:58:00,1441565280,1441566480,154,696,1386,200,2282,361,"evening","autumn",17,7,50,1017,26,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.625601489016399
"362",2015-09-06,2015-09-06 21:56:00,1441575960,1441577160,154,703,1371,208,2282,362,"night","autumn",17,7,50,1017,26,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.625601489016399
"363",2015-09-07,2015-09-07 00:59:00,1441586940,1441588140,154,722,1360,200,2282,363,"late","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"364",2015-09-07,2015-09-07 03:59:00,1441597740,1441598940,154,724,1356,202,2282,364,"late","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"365",2015-09-07,2015-09-07 06:59:00,1441608540,1441609740,154,599,1474,209,2282,365,"early","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"366",2015-09-07,2015-09-07 09:57:00,1441619220,1441620420,154,668,1407,207,2282,366,"morning","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"367",2015-09-07,2015-09-07 13:00:00,1441630200,1441631400,154,655,1412,215,2282,367,"afternoon","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"368",2015-09-07,2015-09-07 16:00:00,1441641000,1441642200,154,609,1466,207,2282,368,"evening","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"369",2015-09-07,2015-09-07 18:57:00,1441651620,1441652820,154,669,1403,210,2282,369,"evening","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"370",2015-09-07,2015-09-07 21:55:00,1441662300,1441663500,153,676,1390,206,2272,370,"night","autumn",18,9,59,1020,19,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.634322490287487
"371",2015-09-08,2015-09-08 06:58:00,1441694880,1441696080,153,589,1474,207,2270,371,"early","autumn",17,12,68,1021,12,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.636466067115313
"372",2015-09-08,2015-09-08 09:56:00,1441705560,1441706760,153,649,1422,199,2270,372,"morning","autumn",17,12,68,1021,12,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.636466067115313
"373",2015-09-08,2015-09-08 12:58:00,1441716480,1441717680,154,657,1423,202,2282,373,"afternoon","autumn",17,12,68,1021,12,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.636466067115313
"374",2015-09-08,2015-09-08 18:56:00,1441737960,1441739160,154,671,1411,200,2282,374,"evening","autumn",17,12,68,1021,12,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.636466067115313
"375",2015-09-08,2015-09-08 21:59:00,1441748940,1441750140,154,674,1388,220,2282,375,"night","autumn",17,12,68,1021,12,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.636466067115313
"376",2015-09-09,2015-09-09 00:57:00,1441759620,1441760820,153,679,1372,224,2275,376,"late","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"377",2015-09-09,2015-09-09 03:57:00,1441770420,1441771620,154,697,1369,216,2282,377,"late","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"378",2015-09-09,2015-09-09 06:54:00,1441781040,1441782240,154,595,1481,206,2282,378,"early","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"379",2015-09-09,2015-09-09 09:57:00,1441792020,1441793220,154,633,1425,224,2282,379,"morning","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"380",2015-09-09,2015-09-09 12:57:00,1441802820,1441804020,154,623,1440,219,2282,380,"afternoon","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"381",2015-09-09,2015-09-09 15:57:00,1441813620,1441814820,152,598,1437,210,2245,381,"afternoon","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"382",2015-09-09,2015-09-09 18:58:00,1441824480,1441825680,153,650,1404,213,2267,382,"evening","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"383",2015-09-09,2015-09-09 21:55:00,1441835100,1441836300,154,672,1383,227,2282,383,"night","autumn",18,12,65,1017,13,6,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.640124577649334
"384",2015-09-10,2015-09-10 00:55:00,1441845900,1441847100,154,709,1359,214,2282,384,"late","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"385",2015-09-10,2015-09-10 03:56:00,1441856760,1441857960,154,709,1348,225,2282,385,"late","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"386",2015-09-10,2015-09-10 06:56:00,1441867560,1441868760,153,579,1474,214,2267,386,"early","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"387",2015-09-10,2015-09-10 09:56:00,1441878360,1441879560,153,645,1420,207,2272,387,"morning","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"388",2015-09-10,2015-09-10 13:14:00,1441890240,1441891440,154,626,1445,211,2282,388,"afternoon","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"389",2015-09-10,2015-09-10 16:09:00,1441900740,1441901940,153,570,1467,227,2264,389,"evening","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"390",2015-09-10,2015-09-10 18:57:00,1441910820,1441912020,153,661,1405,211,2277,390,"evening","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"391",2015-09-10,2015-09-10 21:57:00,1441921620,1441922820,154,688,1383,211,2282,391,"night","autumn",19,11,62,1017,12,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.634707714731252
"392",2015-09-11,2015-09-11 00:54:00,1441932240,1441933440,154,699,1369,214,2282,392,"late","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"393",2015-09-11,2015-09-11 03:54:00,1441943040,1441944240,154,715,1344,223,2282,393,"late","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"394",2015-09-11,2015-09-11 06:57:00,1441954020,1441955220,154,625,1430,227,2282,394,"early","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"395",2015-09-11,2015-09-11 09:57:00,1441964820,1441966020,153,651,1399,218,2268,395,"morning","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"396",2015-09-11,2015-09-11 12:55:00,1441975500,1441976700,154,636,1421,225,2282,396,"afternoon","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"397",2015-09-11,2015-09-11 15:55:00,1441986300,1441987500,154,594,1470,218,2282,397,"afternoon","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"398",2015-09-11,2015-09-11 18:58:00,1441997280,1441998480,154,666,1393,223,2282,398,"evening","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"399",2015-09-11,2015-09-11 21:58:00,1442008080,1442009280,153,662,1381,224,2267,399,"night","autumn",17,11,66,1020,11,6,0,6,FALSE,TRUE,FALSE,FALSE,FALSE,0.618206460774663
"400",2015-09-12,2015-09-12 00:54:00,1442018640,1442019840,154,677,1375,230,2282,400,"late","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"401",2015-09-12,2015-09-12 03:54:00,1442029440,1442030640,153,708,1335,225,2268,401,"late","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"402",2015-09-12,2015-09-12 06:57:00,1442040420,1442041620,154,675,1380,227,2282,402,"early","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"403",2015-09-12,2015-09-12 09:57:00,1442051220,1442052420,153,637,1397,226,2260,403,"morning","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"404",2015-09-12,2015-09-12 12:57:00,1442062020,1442063220,154,654,1410,218,2282,404,"afternoon","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"405",2015-09-12,2015-09-12 15:57:00,1442072820,1442074020,154,639,1422,221,2282,405,"afternoon","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"406",2015-09-12,2015-09-12 18:55:00,1442083500,1442084700,154,660,1407,215,2282,406,"evening","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"407",2015-09-12,2015-09-12 21:57:00,1442094420,1442095620,154,665,1393,224,2282,407,"night","autumn",18,13,68,1022,10,5,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,0.622158148943582
"408",2015-09-13,2015-09-13 00:57:00,1442105220,1442106420,154,689,1368,225,2282,408,"late","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"409",2015-09-13,2015-09-13 03:57:00,1442116020,1442117220,154,709,1347,226,2282,409,"late","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"410",2015-09-13,2015-09-13 06:55:00,1442126700,1442127900,154,701,1351,230,2282,410,"early","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"411",2015-09-13,2015-09-13 09:58:00,1442137680,1442138880,154,702,1347,233,2282,411,"morning","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"412",2015-09-13,2015-09-13 12:58:00,1442148480,1442149680,154,667,1392,223,2282,412,"afternoon","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"413",2015-09-13,2015-09-13 15:58:00,1442159280,1442160480,153,615,1432,213,2260,413,"afternoon","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"414",2015-09-13,2015-09-13 18:56:00,1442169960,1442171160,154,668,1380,234,2282,414,"evening","autumn",18,14,85,1017,8,8,0,6,FALSE,TRUE,TRUE,FALSE,TRUE,0.630915687542822
"415",2015-09-14,2015-09-14 06:57:00,1442213220,1442214420,154,603,1444,235,2282,415,"early","autumn",19,16,83,1009,9,6,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,0.642334971777269
"416",2015-09-14,2015-09-14 09:54:00,1442223840,1442225040,153,634,1405,233,2272,416,"morning","autumn",19,16,83,1009,9,6,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,0.642334971777269
"417",2015-09-14,2015-09-14 12:57:00,1442234820,1442236020,154,641,1416,225,2282,417,"afternoon","autumn",19,16,83,1009,9,6,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,0.642334971777269
"418",2015-09-14,2015-09-14 15:55:00,1442245500,1442246700,153,582,1460,225,2267,418,"afternoon","autumn",19,16,83,1009,9,6,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,0.642334971777269
"419",2015-09-14,2015-09-14 18:58:00,1442256480,1442257680,154,648,1406,228,2282,419,"evening","autumn",19,16,83,1009,9,6,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,0.642334971777269
"420",2015-09-14,2015-09-14 21:58:00,1442267280,1442268480,154,659,1410,213,2282,420,"night","autumn",19,16,83,1009,9,6,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,0.642334971777269
"421",2015-09-18,2015-09-18 09:59:00,1442569740,1442570940,153,592,1443,229,2264,421,"morning","autumn",19,15,80,1014,11,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.647204727434705
"422",2015-09-18,2015-09-18 13:00:00,1442580600,1442581800,152,561,1451,237,2249,422,"afternoon","autumn",19,15,80,1014,11,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.647204727434705
"423",2015-09-18,2015-09-18 15:57:00,1442591220,1442592420,153,547,1479,238,2264,423,"afternoon","autumn",19,15,80,1014,11,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.647204727434705
"424",2015-09-18,2015-09-18 18:58:00,1442602080,1442603280,154,620,1434,228,2282,424,"evening","autumn",19,15,80,1014,11,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.647204727434705
"425",2015-09-18,2015-09-18 21:58:00,1442612880,1442614080,153,610,1427,223,2260,425,"night","autumn",19,15,80,1014,11,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.647204727434705
"426",2015-09-19,2015-09-19 00:58:00,1442623680,1442624880,154,639,1417,226,2282,426,"late","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"427",2015-09-19,2015-09-19 03:58:00,1442634480,1442635680,153,657,1393,226,2276,427,"late","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"428",2015-09-19,2015-09-19 06:59:00,1442645340,1442646540,154,647,1410,225,2282,428,"early","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"429",2015-09-19,2015-09-19 09:56:00,1442655960,1442657160,154,604,1449,229,2282,429,"morning","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"430",2015-09-19,2015-09-19 12:59:00,1442666940,1442668140,154,590,1457,235,2282,430,"afternoon","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"431",2015-09-19,2015-09-19 15:56:00,1442677560,1442678760,154,547,1518,217,2282,431,"afternoon","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"432",2015-09-19,2015-09-19 18:59:00,1442688540,1442689740,153,588,1462,222,2272,432,"evening","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"433",2015-09-19,2015-09-19 21:57:00,1442699220,1442700420,153,602,1440,230,2272,433,"night","autumn",18,12,71,1017,12,5,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,0.634169248932505
"434",2015-09-20,2015-09-20 00:54:00,1442709840,1442711040,152,600,1429,228,2257,434,"late","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"435",2015-09-20,2015-09-20 03:57:00,1442720820,1442722020,152,617,1413,226,2256,435,"late","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"436",2015-09-20,2015-09-20 06:54:00,1442731440,1442732640,152,615,1412,229,2256,436,"early","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"437",2015-09-20,2015-09-20 09:58:00,1442742480,1442743680,152,555,1477,225,2257,437,"morning","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"438",2015-09-20,2015-09-20 12:58:00,1442753280,1442754480,154,580,1469,233,2282,438,"afternoon","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"439",2015-09-20,2015-09-20 15:58:00,1442764080,1442765280,154,547,1517,218,2282,439,"afternoon","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"440",2015-09-20,2015-09-20 18:59:00,1442774940,1442776140,153,601,1454,217,2272,440,"evening","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"441",2015-09-20,2015-09-20 21:59:00,1442785740,1442786940,152,618,1421,217,2256,441,"night","autumn",18,8,56,1017,21,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.631194028671035
"442",2015-09-21,2015-09-21 03:54:00,1442807040,1442808240,152,630,1404,222,2256,442,"late","autumn",17,10,64,1015,19,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630217560763586
"443",2015-09-21,2015-09-21 06:57:00,1442818020,1442819220,152,551,1478,227,2256,443,"early","autumn",17,10,64,1015,19,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630217560763586
"444",2015-09-21,2015-09-21 12:58:00,1442839680,1442840880,154,558,1500,224,2282,444,"afternoon","autumn",17,10,64,1015,19,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630217560763586
"445",2015-09-21,2015-09-21 15:58:00,1442850480,1442851680,153,554,1497,221,2272,445,"afternoon","autumn",17,10,64,1015,19,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630217560763586
"446",2015-09-21,2015-09-21 18:55:00,1442861100,1442862300,153,608,1459,205,2272,446,"evening","autumn",17,10,64,1015,19,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630217560763586
"447",2015-09-21,2015-09-21 21:54:00,1442871840,1442873040,153,632,1426,214,2272,447,"night","autumn",17,10,64,1015,19,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630217560763586
"448",2015-09-22,2015-09-22 00:59:00,1442882940,1442884140,152,637,1411,208,2256,448,"late","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"449",2015-09-22,2015-09-22 03:59:00,1442893740,1442894940,152,631,1405,220,2256,449,"late","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"450",2015-09-22,2015-09-22 09:58:00,1442915280,1442916480,152,585,1433,227,2245,450,"morning","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"451",2015-09-22,2015-09-22 12:56:00,1442925960,1442927160,153,569,1481,222,2272,451,"afternoon","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"452",2015-09-22,2015-09-22 15:59:00,1442936940,1442938140,152,522,1508,224,2254,452,"afternoon","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"453",2015-09-22,2015-09-22 18:54:00,1442947440,1442948640,153,607,1442,223,2272,453,"evening","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"454",2015-09-22,2015-09-22 21:58:00,1442958480,1442959680,153,613,1435,224,2272,454,"night","autumn",16,12,75,1010,10,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.628046660360301
"455",2015-09-23,2015-09-23 01:00:00,1442969400,1442970600,153,633,1419,220,2272,455,"late","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"456",2015-09-23,2015-09-23 03:58:00,1442980080,1442981280,153,640,1414,218,2272,456,"late","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"457",2015-09-23,2015-09-23 06:57:00,1442990820,1442992020,153,553,1503,216,2272,457,"early","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"458",2015-09-23,2015-09-23 09:58:00,1443001680,1443002880,154,582,1464,236,2282,458,"morning","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"459",2015-09-23,2015-09-23 12:55:00,1443012300,1443013500,154,590,1455,237,2282,459,"afternoon","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"460",2015-09-23,2015-09-23 15:55:00,1443023100,1443024300,154,560,1493,229,2282,460,"afternoon","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"461",2015-09-23,2015-09-23 18:57:00,1443034020,1443035220,154,609,1440,233,2282,461,"evening","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"462",2015-09-23,2015-09-23 21:59:00,1443044940,1443046140,154,626,1418,238,2282,462,"night","autumn",14,10,74,1006,11,6,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.616861581051028
"463",2015-09-24,2015-09-24 01:00:00,1443055800,1443057000,153,631,1397,239,2267,463,"late","autumn",14,5,53,1014,26,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.616713227889934
