"Anno";"CodiceIstat";"DenominazioneComune";"LocalitDiSvolgimento";"Tipologia";"GiorniDiMercato";"Cadenza";"Periodicit";"PosteggiOccupatialimentarieNonAlimentari";"PosteggiOccupatialimentari";"PosteggiOccupatinonAlimentari";"PosteggiOccupatiproduttoriagricoli";"TotalePosteggioccupati";"PosteggiLiberialimentarieNonAlimentari";"PosteggiLiberialimentari";"PosteggiLiberinonAlimentari";"PosteggiLiberiproduttoriagricoli";"TotalePosteggiliberi";"TotalePosteggi";"Prov";""
"2014";" 004179 ";"RACCONIGI";"CENTRO STORICO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"10";"37";"3";"50";"0";"2";"3";"4";"9";"59";"Cuneo";""
"2014";" 004183 ";"ROASCHIA";"P.zza San Dalmazzo";"Posteggio isolato";"mer.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"Cuneo";""
"2014";" 004183 ";"ROASCHIA";"Fraz. Tetto Chiotti";"Posteggio isolato";"mer.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"Cuneo";""
"2014";" 004207 ";"SAN DAMIANO MACRA";"PIAZZA CADUTI";"Mercato";"dom.";"Settimanale";"Annuale";"0";"1";"0";"1";"2";"0";"2";"1";"1";"4";"6";"Cuneo";""
"2014";" 004231 ";"TREZZO TINELLA";"PIAZZA DON TERNAVASIO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"4";"3";"2";"9";"0";"0";"0";"0";"0";"9";"Cuneo";""
"2014";" 005005 ";"ASTI";"Via Pavese";"Mercato";"mar. ven.";"Settimanale";"Annuale";"0";"4";"0";"3";"7";"0";"2";"1";"0";"3";"10";"Asti";""
"2014";" 005005 ";"ASTI";"PIAZZA I MAGGIO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Asti";""
"2014";" 005013 ";"CALAMANDRANA";"PIAZZA DANTE ALIGHIERI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"0";"1";"2";"1";"4";"8";"Asti";""
"2014";" 005022 ";"CASTAGNOLE DELLE LANZE";"PIAZZA S. BARTOLOMEO VIA ROMA VIA CASETTA";"Mercato";"gio.";"Settimanale";"Annuale";"0";"18";"39";"4";"61";"0";"0";"0";"0";"0";"61";"Asti";""
"2014";" 005058 ";"INCISA SCAPACCINO";"PIAZZA FERRARO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"3";"4";"3";"10";"10";"Asti";""
"2014";" 005066 ";"MOMBERCELLI";"PIAZZA UNIONE EUROPEA";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Asti";""
"2014";" 005067 ";"MONALE";"PIAZZA VITTORIO EMANUELE II";"Mercato";"dom.";"Settimanale";"Annuale";"4";"4";"0";"1";"9";"4";"4";"0";"1";"9";"18";"Asti";""
"2014";" 005097 ";"SAN DAMIANO D'ASTI";"PIAZZA LIBERTA'";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"11";"0";"11";"0";"0";"0";"0";"0";"11";"Asti";""
"2014";" 005113 ";"VESIME";"Piazza Vittorio Emanuele II, Piazza Dante, Via Garibaldi, Via Romita";"Mercato";"sab.";"Settimanale";"Annuale";"12";"7";"4";"1";"24";"0";"0";"0";"0";"0";"24";"Asti";""
"2014";" 005115 ";"VIARIGI";"PIAZZA MARCONI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"4";"3";"0";"7";"0";"0";"0";"0";"0";"7";"Asti";""
"2014";" 006001 ";"ACQUI TERME";"CORSO ITALIA - PIAZZA SAN FRANCESCO - PORTICI SARACCO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"0";"43";"0";"43";"0";"0";"3";"0";"3";"46";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA PEROSI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"12";"20";"5";"37";"0";"0";"0";"0";"0";"37";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA DELLE SCUOLE - MANDROGNE";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"1";"1";"2";"5";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA C. BATTISTI - SAN GIULIANO VECCHIO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"3";"Alessandria";""
"2014";" 004067 ";"CHERASCO";"VIA VITTORIO EMANUELE - CHERASCO";"Mercato";"gio.";"Settimanale";"Annuale";"2";"7";"18";"0";"27";"1";"0";"5";"0";"6";"33";"Cuneo";""
"2014";" 004081 ";"DOGLIANI";"P.ZZA CARLO ALBERTO/P.ZZA CONFRATERNITA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"5";"1";"6";"12";"0";"0";"0";"0";"0";"12";"Cuneo";""
"2014";" 004089 ";"FOSSANO";"Piazza Castello";"Mercato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"4";"Cuneo";""
"2014";" 004095 ";"GARESSIO";"PIAZZA B. D. INDEMINI";"Mercato";"ven.";"Settimanale";"Annuale";"0";"6";"19";"3";"28";"0";"1";"0";"0";"1";"29";"Cuneo";""
"2014";" 004110 ";"LIMONE PIEMONTE";"VIA ROMA";"Mercato";"gio.";"Settimanale";"Annuale";"0";"11";"30";"3";"44";"0";"0";"0";"0";"0";"44";"Cuneo";""
"2014";" 004143 ";"MORETTA";"Piazza Castello";"Mercato";"lun.";"Settimanale";"Annuale";"0";"11";"29";"1";"41";"0";"2";"8";"0";"10";"51";"Cuneo";""
"2014";" 004143 ";"MORETTA";"Piazza Castello";"Posteggio isolato";"mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Cuneo";""
"2014";" 004179 ";"RACCONIGI";"CENTRO STORICO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"21";"56";"6";"83";"0";"3";"5";"4";"12";"95";"Cuneo";""
"2014";" 004181 ";"RIFREDDO";"PIAZZA VITTORIA";"Mercato";"mar.";"Settimanale";"Annuale";"4";"0";"0";"0";"4";"2";"0";"0";"3";"5";"9";"Cuneo";""
"2014";" 004210 ";"SAN MICHELE MONDOVI'";"Piazza Umberto I";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"7";"0";"10";"0";"4";"5";"2";"11";"21";"Cuneo";""
"2014";" 004215 ";"SAVIGLIANO";"Piazza Monviso Battitore";"Posteggio isolato";"mar.";"Quindicinale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Cuneo";""
"2014";" 004228 ";"TORRE SAN GIORGIO";"VIA MAESTRA ADOLFO SARTI N. 17";"Mercato";"gio.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"2";"1";"0";"1";"4";"5";"Cuneo";""
"2014";" 004233 ";"VALDIERI";"FRAZIONE ANDONNO - PIAZZA SANT'EUSEBIO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"2";"2";"2";"6";"6";"Cuneo";""
"2014";" 004243 ";"VIGNOLO";"P.ZZA GRANDE - VIGNOLO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"0";"1";"6";"0";"1";"11";"0";"12";"18";"Cuneo";""
"2014";" 004248 ";"VINADIO";"Bagni di Vinadio";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"1";"2";"1";"4";"4";"Cuneo";""
"2014";" 005005 ";"ASTI";"CORSO ALLA VITTORIA ANGOLO CORSO EINAUDI";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Asti";""
"2014";" 005005 ";"ASTI";"CORSO SAVONA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Asti";""
"2014";" 005005 ";"ASTI";"Viale Pilone";"Mercato";"lun. gio.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"4";"Asti";""
"2014";" 005005 ";"ASTI";"CORSO ALESSANDRIA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"Asti";""
"2014";" 005005 ";"ASTI";"CORSO CASALE";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Asti";""
"2014";" 005014 ";"CALLIANO";"CALLIANO - PIAZZA MARCONI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"4";"5";"0";"9";"10";"Asti";""
"2014";" 005028 ";"CASTELLO DI ANNONE";"FRAZIONE CROCETTA";"Mercato";"lun.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"2";"Asti";""
"2014";" 005080 ";"NIZZA MONFERRATO";"PIAZZA GARIBALDI (AREA MERCATALE)";"Mercato";"ven.";"Settimanale";"Annuale";"0";"1";"71";"0";"72";"0";"0";"19";"0";"19";"91";"Asti";""
"2014";" 005097 ";"SAN DAMIANO D'ASTI";"PIAZZA ALFIERI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"20";"Asti";""
"2014";" 005097 ";"SAN DAMIANO D'ASTI";"CORSO ROMA";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"46";"0";"46";"0";"0";"0";"0";"0";"46";"Asti";""
"2014";" 006001 ";"ACQUI TERME";"PIAZZA MAGGIORINO FERRARIS";"Mercato";"mar.";"Settimanale";"Annuale";"0";"9";"10";"0";"19";"0";"2";"2";"0";"4";"23";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA DELLA SCUOLE - CASTELCERIOLO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"1";"2";"1";"4";"6";"Alessandria";""
"2014";" 005028 ";"CASTELLO DI ANNONE";"piazza medici";"Mercato";"mar.";"Settimanale";"Annuale";"0";"1";"1";"0";"2";"0";"3";"3";"2";"8";"10";"Asti";""
"2014";" 005075 ";"MONTECHIARO D'ASTI";"PIAZZA UMBERTO I";"Mercato";"mar.";"Settimanale";"Annuale";"0";"6";"4";"0";"10";"0";"0";"0";"0";"0";"10";"Asti";""
"2014";" 005096 ";"ROCCHETTA TANARO";"Piazza del gioco del pallone";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"1";"0";"4";"0";"2";"4";"2";"8";"12";"Asti";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA GARIBALDI";"Mercato";"sab.";"Settimanale";"Annuale";"0";"0";"90";"0";"90";"0";"0";"0";"0";"0";"90";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA DELLA CHIESA - VALMADONNA";"Mercato";"gio. sab.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"2";"1";"0";"3";"3";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZETTA DELLA LEGA";"Mercato";"sab.";"Quindicinale";"Annuale";"0";"0";"0";"20";"20";"0";"0";"0";"0";"0";"20";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA CERIANA";"Mercato";"lun.";"Settimanale";"Annuale";"0";"8";"19";"1";"28";"0";"2";"1";"0";"3";"31";"Alessandria";""
"2014";" 006043 ";"CASSINE";"PIAZZA ITALIA";"Posteggio isolato";"mer.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Alessandria";""
"2014";" 006081 ";"GAVI";"Piazza Dante";"Mercato";"dom.";"Settimanale";"Annuale";"19";"0";"0";"0";"19";"3";"0";"0";"0";"3";"22";"Alessandria";""
"2014";" 006138 ";"POZZOLO FORMIGARO";"Piazza Italia - Piazza Matteotti";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"10";"0";"15";"0";"1";"5";"1";"7";"22";"Alessandria";""
"2014";" 006161 ";"SEZZADIO";"VIA LANZAVECCHIA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"4";"3";"1";"8";"0";"0";"1";"0";"1";"9";"Alessandria";""
"2014";" 006179 ";"VIGNALE MONFERRATO";"PiazzaMezzadra";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"6";"0";"11";"1";"0";"0";"1";"2";"13";"Alessandria";""
"2014";" 096012 ";"CANDELO";"VIA CIMITERO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"6";"3";"3";"12";"0";"4";"6";"0";"10";"22";"Biella";""
"2014";" 096020 ";"COSSATO";"PIAZZA C.R.I.";"Mercato";"sab.";"Settimanale";"Annuale";"0";"11";"0";"2";"13";"1";"25";"7";"7";"40";"53";"Biella";""
"2014";" 006074 ";"FRESONARA";"Piazza Don Orione";"Mercato";"lun.";"Settimanale";"Annuale";"0";"2";"3";"0";"5";"1";"1";"1";"2";"5";"10";"Alessandria";""
"2014";" 006076 ";"FUBINE";"Piazza Garibaldi";"Posteggio isolato";"mar.";"Quindicinale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Alessandria";""
"2014";" 006109 ";"MORANO SUL PO";"PIAZZA GIOVANNI PAOLO II 1978 = 2005";"Mercato";"gio.";"Settimanale";"Annuale";"3";"4";"5";"0";"12";"3";"0";"0";"0";"3";"15";"Alessandria";""
"2014";" 006114 ";"NOVI LIGURE";"CORSO MARENCO";"Posteggio isolato";"gio.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Alessandria";""
"2014";" 006121 ";"OVADA";"VIA CAIROLI - PIAZZA CAPPUCCINI - PIAZZA S.DOMENICO - P.ZZA ASSUNTA-P.ZZA MAZZINI - P.ZZA GARIBALDI";"Mercato";"mer.";"Settimanale";"Annuale";"0";"13";"37";"4";"54";"0";"0";"0";"1";"1";"55";"Alessandria";""
"2014";" 006122 ";"OVIGLIO";"piazza Vitt.Veneto";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"4";"0";"7";"0";"0";"0";"0";"0";"7";"Alessandria";""
"2014";" 006144 ";"RIVALTA BORMIDA";"p.zza vittorio veneto";"Mercato";"mer.";"Settimanale";"Annuale";"0";"4";"7";"2";"13";"0";"0";"0";"0";"0";"13";"Alessandria";""
"2014";" 006147 ";"ROCCA GRIMALDA";"Piazza S. Borgatta - Piazza Matteotti";"Mercato";"ven.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"2";"4";"0";"6";"7";"Alessandria";""
"2014";" 006174 ";"TORTONA";"PIAZZA MILANO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"25";"90";"3";"118";"0";"1";"2";"0";"3";"121";"Alessandria";""
"2014";" 006177 ";"VALENZA";"VIA VITTORIO AMEDEO- P.ZZA XXXI MARTIRI-C.SO GARIBALDI-P.ZZA GRAMSCI-V.LE OLIVA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"14";"81";"3";"98";"0";"8";"13";"1";"22";"120";"Alessandria";""
"2014";" 006177 ";"VALENZA";"PIAZZA FOGLIABELLA";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"8";"0";"1";"9";"12";"Alessandria";""
"2014";" 096010 ";"CAMBURZANO";"Via C. Lampo 1";"Mercato";"gio.";"Settimanale";"Annuale";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"2";"Biella";""
"2014";" 096020 ";"COSSATO";"PIAZZA PEROTTI";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Biella";""
"2014";" 096020 ";"COSSATO";"PIAZZALE CIMITERO";"Posteggio isolato";"mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Biella";""
"2014";" 096048 ";"PORTULA";"Fraz. Castagnea";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"1";"0";"1";"2";"4";"Biella";""
"2014";" 006021 ";"BOSCO MARENGO";"Piazza Mercato";"Mercato";"mer.";"Settimanale";"Annuale";"1";"7";"7";"1";"16";"0";"0";"4";"1";"5";"21";"Alessandria";""
"2014";" 006023 ";"BOZZOLE";"PIAZZA UMBERTO PRIMO";"Mercato";"lun.";"Settimanale";"Annuale";"0";"1";"2";"0";"3";"0";"0";"0";"0";"0";"3";"Alessandria";""
"2014";" 006043 ";"CASSINE";"Piazza Cadorna- Via delle Mura";"Mercato";"sab.";"Settimanale";"Annuale";"0";"3";"1";"8";"12";"0";"1";"0";"4";"5";"17";"Alessandria";""
"2014";" 006054 ";"CASTELSPINA";"PIAZZA BOCCASSO 3";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"3";"1";"7";"0";"0";"0";"0";"0";"7";"Alessandria";""
"2014";" 006122 ";"OVIGLIO";"vicinanze piazza roma";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"Alessandria";""
"2014";" 006163 ";"SOLERO";"PIAZZA DELLA LIBERTA'";"Mercato";"lun.";"Settimanale";"Annuale";"0";"6";"2";"0";"8";"7";"0";"0";"0";"7";"15";"Alessandria";""
"2014";" 006176 ";"TRISOBBIO";"VIA GARIBALDI";"Mercato";"mer. gio.";"Settimanale";"Annuale";"3";"0";"0";"0";"3";"0";"0";"0";"0";"0";"3";"Alessandria";""
"2014";" 096004 ";"BIELLA";"P.ZZA MARTIRI LIBERTA'";"Mercato";"mar. ven.";"Settimanale";"Annuale";"0";"20";"35";"11";"66";"0";"4";"16";"7";"27";"93";"Biella";""
"2014";" 096029 ";"LESSONA";"Piazza Mario Graziola";"Mercato";"ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"5";"4";"1";"10";"10";"Biella";""
"2014";" 096035 ";"MONGRANDO";"piazza comunale";"Posteggio isolato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Biella";""
"2014";" 006013 ";"BASSIGNANA";"PIAZZA LIBERTA'";"Mercato";"ven.";"Settimanale";"Annuale";"0";"4";"7";"0";"11";"0";"0";"0";"1";"1";"12";"Alessandria";""
"2014";" 006036 ";"CARTOSIO";"PIAZZA UMBERTO TERRACINI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"2";"1";"0";"3";"0";"0";"0";"0";"0";"3";"Alessandria";""
"2014";" 006039 ";"CASALE MONFERRATO";"PIAZZA CASTELLO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"42";"150";"8";"200";"0";"0";"0";"0";"0";"200";"Alessandria";""
"2014";" 006114 ";"NOVI LIGURE";"VIA GARIBALDI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"4";"0";"1";"5";"0";"0";"0";"0";"0";"5";"Alessandria";""
"2014";" 006134 ";"PONTI";"PIAZZA CADUTI";"Mercato";"sab.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"2";"1";"0";"4";"4";"Alessandria";""
"2014";" 006154 ";"SAN SALVATORE MONFERRATO";"P.zza dei Caduti";"Posteggio isolato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Alessandria";""
"2014";" 096003 ";"BENNA";"VIA UMBERTO (PIAZZA ADIACENTE IL MUNICIPIO)";"Mercato";"mer.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"1";"0";"1";"4";"Biella";""
"2014";" 096019 ";"COGGIOLA";"P.zza XXV Aprile";"Mercato";"sab.";"Settimanale";"Annuale";"0";"4";"0";"0";"4";"0";"0";"0";"0";"0";"4";"Biella";""
"2014";" 096035 ";"MONGRANDO";"piazza comunale";"Mercato";"sab.";"Settimanale";"Annuale";"0";"6";"3";"0";"9";"0";"0";"2";"0";"2";"11";"Biella";""
"2014";" 096044 ";"PIEDICAVALLO";"PIAZZA POLIFUNZIONALE";"Mercato";"mer.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"2";"2";"0";"4";"4";"Biella";""
"2014";" 006018 ";"BORGHETTO DI BORBERA";"Piazza della chiesa";"Mercato";"lun.";"Settimanale";"Annuale";"1";"2";"3";"0";"6";"0";"1";"0";"1";"2";"8";"Alessandria";""
"2014";" 006033 ";"CARPENETO";"VIA TORINO";"Mercato";"mar.";"Settimanale";"Annuale";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"Alessandria";""
"2014";" 006042 ";"CASSANO SPINOLA";"Piazza Millelire";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"1";"2";"6";"0";"0";"1";"0";"1";"7";"Alessandria";""
"2014";" 006078 ";"GAMALERO";"PIAZZA ALDO MORO";"Mercato";"mer.";"Settimanale";"Annuale";"2";"2";"1";"2";"7";"2";"0";"1";"0";"3";"10";"Alessandria";""
"2014";" 006091 ";"MASIO";"Piazza Borgo Nuovo";"Mercato";"mer.";"Settimanale";"Annuale";"0";"3";"3";"1";"7";"0";"0";"0";"0";"0";"7";"Alessandria";""
"2014";" 006133 ";"PONTESTURA";"Piazza Castello";"Mercato";"ven.";"Settimanale";"Annuale";"3";"3";"3";"1";"10";"0";"0";"0";"0";"0";"10";"Alessandria";""
"2014";" 006154 ";"SAN SALVATORE MONFERRATO";"PIAZZA CARMAGNOLA E PIAZZETTA DEI CADUTI";"Mercato";"sab.";"Settimanale";"Annuale";"0";"5";"8";"0";"13";"0";"4";"2";"1";"7";"20";"Alessandria";""
"2014";" 006177 ";"VALENZA";"PIAZZALE CIMITERO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Alessandria";""
"2014";" 096004 ";"BIELLA";"PIAZZA COSSATO";"Mercato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"2";"Biella";""
"2014";" 096040 ";"OCCHIEPPO INFERIORE";"piazza del Pioppo";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"9";"0";"0";"1";"10";"13";"Biella";""
"2014";" 006012 ";"BASALUZZO";"VIA MARCONI";"Mercato";"dom.";"Settimanale";"Annuale";"0";"0";"0";"7";"7";"0";"0";"0";"5";"5";"12";"Alessandria";""
"2014";" 006075 ";"FRUGAROLO";"VIA CAVOUR";"Mercato";"mar.";"Settimanale";"Annuale";"0";"5";"6";"0";"11";"1";"2";"1";"1";"5";"16";"Alessandria";""
"2014";" 006093 ";"MERANA";"Via della Liberazione";"Mercato";"lun.";"Settimanale";"Annuale";"0";"1";"4";"0";"5";"0";"0";"0";"0";"0";"5";"Alessandria";""
"2014";" 006140 ";"PREDOSA";"Piazza Matteotti";"Mercato";"ven.";"Settimanale";"Annuale";"0";"6";"7";"0";"13";"0";"0";"0";"1";"1";"14";"Alessandria";""
"2014";" 006160 ";"SERRAVALLE SCRIVIA";"PIAZZA PAOLO BOSIO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"9";"15";"1";"25";"0";"0";"4";"0";"4";"29";"Alessandria";""
"2014";" 006173 ";"TICINETO";"PIAZZA MARTIRI DELLA LIBERTA'";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Alessandria";""
"2014";" 096039 ";"NETRO";"PIAZZA XXSETTEMBRE /VIA IV NOVEMBRE/PIAZZA PIAVE";"Mercato";"mer.";"Settimanale";"Annuale";"1";"2";"2";"0";"5";"1";"1";"1";"2";"5";"10";"Biella";""
"2014";" 006009 ";"ARQUATA SCRIVIA";"VIA LIBARNA - PIAZZA S. BERTELLI";"Mercato";"sab.";"Settimanale";"Annuale";"0";"6";"12";"1";"19";"0";"2";"0";"0";"2";"21";"Alessandria";""
"2014";" 006012 ";"BASALUZZO";"Piazza XXV Aprile";"Mercato";"dom.";"Settimanale";"Annuale";"0";"9";"20";"2";"31";"0";"0";"0";"0";"0";"31";"Alessandria";""
"2014";" 006015 ";"BERGAMASCO";"PIAZZA BARBERIS";"Mercato";"mer.";"Settimanale";"Annuale";"1";"1";"1";"0";"3";"0";"0";"0";"0";"0";"3";"Alessandria";""
"2014";" 006020 ";"BORGO SAN MARTINO";"VIA SANTA MARIA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"7";"9";"0";"16";"0";"0";"0";"0";"0";"16";"Alessandria";""
"2014";" 006039 ";"CASALE MONFERRATO";"PIAZZA CASTELLO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"42";"150";"8";"200";"0";"0";"0";"0";"0";"200";"Alessandria";""
"2014";" 006047 ";"CASTELLAZZO BORMIDA";"PIAZZA VITTORIO EMANUELE II";"Mercato";"sab.";"Settimanale";"Annuale";"0";"8";"9";"0";"17";"0";"0";"1";"1";"2";"19";"Alessandria";""
"2014";" 006049 ";"CASTELLETTO D'ORBA";"PIAZZA MARCONI";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"0";"0";"0";"0";"0";"4";"Alessandria";""
"2014";" 006077 ";"GABIANO";"frazione Piagera";"Mercato";"dom.";"Settimanale";"Annuale";"0";"8";"22";"66";"96";"0";"8";"22";"45";"75";"171";"Alessandria";""
"2014";" 006094 ";"MIRABELLO MONFERRATO";"PIAZZA DELLA LIBERTA'";"Mercato";"gio.";"Settimanale";"Annuale";"0";"5";"6";"0";"11";"0";"4";"2";"2";"8";"19";"Alessandria";""
"2014";" 006114 ";"NOVI LIGURE";"PIAZZA DELLEPIANE";"Mercato";"gio.";"Settimanale";"Annuale";"0";"0";"8";"0";"8";"0";"0";"1";"0";"1";"9";"Alessandria";""
"2014";" 006123 ";"OZZANO MONFERRATO";"PIAZZA VITTORIO VENETO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"5";"3";"0";"8";"0";"0";"0";"0";"0";"8";"Alessandria";""
"2014";" 006151 ";"SALE";"VIA MARCONI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"12";"24";"1";"37";"0";"1";"9";"2";"12";"49";"Alessandria";""
"2014";" 006167 ";"STAZZANO";"Piazza Risorgimento";"Mercato";"mer.";"Settimanale";"Annuale";"0";"1";"3";"0";"4";"0";"0";"0";"0";"0";"4";"Alessandria";""
"2014";" 096004 ";"BIELLA";"PIAZZA FALCONE";"Mercato";"lun. gio. sab.";"Settimanale";"Annuale";"0";"41";"164";"20";"225";"0";"34";"92";"18";"144";"369";"Biella";""
"2014";" 096004 ";"BIELLA";"VILAGGIO GESCAL";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"2";"0";"0";"2";"5";"Biella";""
"2014";" 096004 ";"BIELLA";"PIAZZA POLENTA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"1";"0";"0";"1";"3";"Biella";""
"2014";" 096020 ";"COSSATO";"PIAZZA C.R.I.";"Mercato";"mer.";"Settimanale";"Annuale";"0";"1";"92";"0";"93";"0";"0";"19";"0";"19";"112";"Biella";""
